MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flood_risk_label
8,2,8,6,5,6,6,9,9,5,6,1,7,2,6,10,4,10,10,9,0.6455,HIGH
3,5,6,6,9,8,8,2,7,10,5,8,3,3,6,7,10,10,7,2,0.4723,MEDIUM
2,3,6,4,6,6,5,5,10,7,5,8,6,10,9,8,7,3,3,1,0.5486,MEDIUM
3,4,5,2,4,3,7,2,2,2,8,9,1,1,7,9,2,2,5,10,0.2706,LOW
3,2,7,5,4,4,5,8,3,3,9,3,1,1,6,6,8,8,9,5,0.4768,MEDIUM
9,8,3,9,3,10,10,8,10,7,9,9,5,6,8,9,4,2,8,5,0.5663,MEDIUM
6,7,5,3,5,1,1,9,3,6,5,8,9,1,8,8,5,1,7,5,0.5021,MEDIUM
10,4,1,9,6,4,7,9,7,7,4,3,7,7,4,5,2,7,4,9,0.5703,MEDIUM
10,5,5,9,5,7,4,2,3,3,5,2,8,10,8,5,10,8,4,6,0.6354,HIGH
1,3,1,9,1,3,2,5,5,3,8,1,4,2,3,1,8,4,6,7,0.5115,MEDIUM
5,8,6,8,1,6,2,3,1,5,7,2,9,8,3,4,5,7,1,2,0.4385,MEDIUM
4,7,8,4,1,4,8,2,9,4,8,7,5,6,3,1,9,9,2,5,0.4352,MEDIUM
8,5,4,6,1,4,2,4,7,6,1,3,5,10,2,7,4,1,1,10,0.5302,MEDIUM
8,10,3,6,2,4,3,8,2,10,6,1,1,6,3,9,2,3,8,4,0.4982,MEDIUM
6,9,6,8,4,1,7,6,3,5,1,8,8,9,5,9,8,4,10,3,0.475,MEDIUM
9,6,6,8,5,10,9,3,2,9,3,8,5,5,9,6,8,1,9,7,0.4679,MEDIUM
3,1,10,6,10,4,6,2,9,7,4,9,8,9,3,10,5,6,7,6,0.5712,MEDIUM
2,2,9,2,1,3,3,1,4,2,8,4,2,1,10,7,8,9,10,10,0.4543,MEDIUM
5,1,6,4,10,2,1,4,8,2,8,1,6,9,7,6,1,10,5,9,0.6634,HIGH
1,2,5,2,4,9,2,2,4,9,7,4,4,9,4,10,3,9,9,7,0.5449,MEDIUM
2,10,6,8,7,2,3,3,9,7,9,6,3,9,10,8,6,6,9,6,0.6075,HIGH
6,7,7,6,10,4,10,9,4,7,9,5,6,8,8,7,1,1,5,10,0.4275,MEDIUM
1,9,3,5,1,5,4,4,6,1,5,9,9,9,10,10,3,2,1,8,0.3828,MEDIUM
6,3,3,5,6,10,4,4,5,5,2,10,7,10,4,2,6,8,3,8,0.568,MEDIUM
10,2,10,5,1,10,7,2,1,6,6,7,7,2,4,10,1,7,1,5,0.4501,MEDIUM
9,1,6,9,10,3,6,9,4,3,1,7,8,10,10,9,2,4,7,5,0.5195,MEDIUM
7,3,3,6,2,8,10,1,9,7,5,2,7,9,7,3,3,8,9,4,0.5361,MEDIUM
8,7,10,4,9,10,9,4,4,2,5,7,6,10,2,2,7,7,6,6,0.4803,MEDIUM
4,6,6,10,1,5,3,6,10,8,10,3,8,1,4,4,6,3,2,2,0.4931,MEDIUM
1,4,10,3,5,1,6,2,5,8,8,1,6,4,9,4,4,9,9,5,0.4729,MEDIUM
9,8,10,3,1,7,10,9,1,5,3,1,5,4,10,5,1,8,1,2,0.3476,LOW
7,5,6,2,1,5,7,4,7,9,2,6,8,10,9,2,3,4,9,8,0.4334,MEDIUM
9,1,1,4,9,5,6,8,7,3,1,6,6,6,5,4,9,5,1,5,0.5804,MEDIUM
7,1,9,5,4,3,6,7,3,2,7,9,10,4,7,4,10,3,7,5,0.479,MEDIUM
10,6,8,9,3,4,3,10,9,4,3,5,9,3,7,3,10,3,6,2,0.5547,MEDIUM
9,9,2,3,6,3,1,6,7,7,5,8,5,3,4,2,3,3,1,10,0.4919,MEDIUM
10,5,10,10,10,4,10,4,4,1,6,2,8,3,9,10,8,6,3,7,0.4835,MEDIUM
8,8,3,3,4,4,1,7,1,5,7,4,4,4,2,3,8,10,8,6,0.5276,MEDIUM
8,4,7,7,1,10,7,6,7,10,10,10,9,9,1,9,2,8,8,1,0.6466,HIGH
4,9,9,7,1,9,7,9,1,4,5,8,7,5,5,8,3,7,5,10,0.48,MEDIUM
1,9,3,8,8,2,9,2,3,10,9,3,7,7,6,8,1,3,8,10,0.5103,MEDIUM
4,8,2,5,6,3,2,2,2,8,6,2,9,7,9,10,3,7,9,7,0.5602,MEDIUM
1,3,6,10,3,3,3,3,1,7,5,5,8,5,3,2,3,4,1,10,0.5011,MEDIUM
5,1,8,8,8,9,1,10,8,4,4,10,8,8,7,8,2,10,10,1,0.593,MEDIUM
4,9,5,10,9,4,1,3,3,1,6,1,3,1,10,10,5,6,2,1,0.4497,MEDIUM
2,7,3,3,5,10,10,10,9,3,8,10,6,1,2,5,6,6,7,2,0.4697,MEDIUM
7,9,2,5,8,3,2,5,6,9,7,9,4,4,10,1,2,10,9,2,0.4635,MEDIUM
8,10,5,7,10,6,5,9,10,10,6,3,10,10,8,9,8,8,3,10,0.7551,HIGH
4,5,4,1,2,1,8,2,4,10,7,7,1,6,6,9,4,1,4,5,0.3997,MEDIUM
5,2,5,5,9,9,6,1,2,6,6,7,10,10,1,3,4,6,6,8,0.6103,HIGH
8,1,3,8,3,8,9,6,8,7,1,9,5,10,6,9,9,1,4,10,0.63,HIGH
6,6,2,3,5,1,6,7,9,3,10,10,7,3,10,2,5,6,1,5,0.412,MEDIUM
7,2,8,4,6,8,5,4,9,5,3,2,6,1,4,2,8,9,1,8,0.5551,MEDIUM
9,3,4,6,8,9,5,6,3,2,9,3,4,1,8,7,9,2,1,5,0.5043,MEDIUM
1,10,2,6,8,1,2,9,5,1,10,5,4,6,4,4,5,5,9,6,0.5241,MEDIUM
8,2,5,3,3,5,2,1,10,9,9,2,4,9,6,9,6,5,3,5,0.5892,MEDIUM
10,4,3,2,5,10,6,9,8,1,3,1,8,1,2,7,1,2,7,7,0.5594,MEDIUM
3,10,10,8,10,6,5,6,4,9,2,8,10,3,2,8,2,8,5,8,0.5349,MEDIUM
8,4,4,3,10,5,6,7,3,6,6,8,8,1,2,8,2,6,8,8,0.5228,MEDIUM
3,5,6,10,10,3,9,2,7,2,6,9,2,5,9,8,7,10,7,4,0.5448,MEDIUM
10,4,9,3,8,7,2,6,4,10,7,7,10,6,9,4,3,2,10,8,0.5264,MEDIUM
2,10,10,8,6,9,2,8,3,5,7,2,10,2,10,7,6,8,1,2,0.4237,MEDIUM
4,3,10,1,3,3,8,9,5,7,10,10,8,4,4,6,5,10,5,7,0.5297,MEDIUM
6,2,10,1,10,9,7,3,5,1,6,9,1,1,9,6,2,5,1,4,0.3594,MEDIUM
7,10,7,6,7,7,7,7,9,4,3,8,3,4,9,7,6,7,3,5,0.4639,MEDIUM
3,3,1,2,1,3,8,7,3,2,3,7,8,10,7,10,3,8,9,7,0.514,MEDIUM
9,8,7,6,4,3,7,10,1,10,8,4,9,5,7,9,10,6,1,1,0.5217,MEDIUM
10,8,6,2,10,8,2,3,9,5,8,9,2,9,10,2,4,8,2,9,0.4697,MEDIUM
10,5,10,1,6,9,1,8,8,9,8,10,6,7,6,5,5,3,1,10,0.553,MEDIUM
5,10,5,1,8,10,3,10,1,5,10,1,5,8,2,3,9,2,5,5,0.534,MEDIUM
3,10,5,5,5,1,2,10,3,10,3,8,6,3,5,4,8,3,9,1,0.4779,MEDIUM
6,2,3,10,3,8,7,7,4,8,3,4,10,6,1,5,2,1,3,8,0.5608,MEDIUM
7,8,5,8,9,4,7,7,8,5,3,9,7,1,5,8,7,6,9,1,0.4725,MEDIUM
2,9,6,7,10,5,6,5,5,2,5,10,7,8,4,10,4,9,6,3,0.476,MEDIUM
6,9,1,1,2,1,7,2,9,2,8,6,4,5,5,4,1,1,10,2,0.3776,MEDIUM
1,10,4,10,2,2,2,10,3,7,10,3,2,3,5,5,8,2,8,5,0.4719,MEDIUM
7,6,5,3,2,5,1,7,7,6,1,5,5,3,8,2,8,4,10,7,0.4504,MEDIUM
3,8,2,3,9,7,4,10,2,8,5,2,1,2,2,10,5,8,1,8,0.5597,MEDIUM
3,1,1,7,5,3,6,7,10,1,9,8,8,7,7,2,9,4,1,7,0.5376,MEDIUM
8,2,10,9,6,6,5,7,1,2,6,9,6,2,8,5,4,3,9,1,0.4019,MEDIUM
7,4,5,7,2,6,8,2,8,4,3,1,4,1,10,4,8,7,2,9,0.4312,MEDIUM
5,8,9,8,1,1,6,1,6,1,7,2,4,9,8,9,3,10,4,2,0.4148,MEDIUM
1,3,8,1,8,10,1,4,3,1,3,1,5,2,8,10,3,10,2,2,0.381,MEDIUM
2,8,10,10,4,2,4,7,6,7,6,2,10,9,3,6,4,1,10,3,0.4715,MEDIUM
6,2,2,5,3,7,3,6,9,3,8,4,10,1,3,2,10,7,3,1,0.5379,MEDIUM
8,2,1,1,3,2,10,5,7,8,3,4,3,5,9,8,7,4,3,10,0.4692,MEDIUM
1,10,3,8,10,2,5,6,7,1,9,4,4,2,9,2,10,6,9,9,0.5124,MEDIUM
4,8,4,5,1,4,2,3,8,8,3,3,1,1,6,5,4,7,5,6,0.4868,MEDIUM
10,8,1,2,1,9,3,3,1,8,9,2,2,4,8,10,10,6,7,4,0.5843,MEDIUM
6,4,2,6,4,2,4,7,4,7,4,2,8,10,8,1,7,3,4,10,0.538,MEDIUM
8,3,7,6,3,8,4,6,5,4,6,3,1,10,1,5,3,2,8,8,0.5548,MEDIUM
7,3,6,4,5,10,3,10,3,10,9,4,2,7,9,8,4,10,8,8,0.5988,MEDIUM
5,1,7,4,4,6,7,10,4,10,3,10,1,7,1,1,8,9,1,7,0.4937,MEDIUM
9,7,8,2,8,8,4,2,9,1,7,4,3,6,5,4,2,1,8,5,0.444,MEDIUM
3,8,10,10,1,8,8,3,7,3,6,8,1,2,7,6,9,1,5,7,0.3796,MEDIUM
5,10,9,10,4,2,10,6,1,9,6,1,2,7,6,8,10,1,6,6,0.4225,MEDIUM
3,9,2,9,4,3,6,4,9,2,8,10,4,4,6,6,5,9,7,5,0.4874,MEDIUM
1,2,6,6,8,8,9,9,2,8,9,9,5,8,10,6,2,4,8,2,0.5335,MEDIUM
2,7,3,5,2,2,3,5,2,3,8,3,4,9,1,5,7,9,3,8,0.5068,MEDIUM
6,7,8,1,5,4,2,1,4,9,6,7,10,6,6,8,10,9,9,8,0.5772,MEDIUM
8,5,10,3,5,3,5,4,8,6,5,1,3,6,5,8,3,10,3,9,0.5443,MEDIUM
5,3,3,3,3,4,2,1,6,10,3,8,5,6,3,4,9,1,6,6,0.4728,MEDIUM
3,6,8,9,3,9,5,2,1,7,8,3,8,6,3,1,9,9,6,5,0.5423,MEDIUM
8,5,10,3,10,8,6,2,8,1,3,9,2,5,1,7,10,4,8,6,0.4949,MEDIUM
2,6,1,10,4,10,9,4,5,4,1,2,9,8,2,9,7,4,8,6,0.5928,MEDIUM
10,10,9,1,6,7,3,7,6,7,6,1,5,6,6,5,8,9,2,4,0.4969,MEDIUM
8,7,8,5,3,7,7,3,10,10,2,3,4,5,8,9,6,2,10,7,0.5176,MEDIUM
2,1,7,5,7,3,9,8,10,3,4,3,7,5,9,8,1,5,10,5,0.5144,MEDIUM
8,9,8,4,1,1,3,5,5,8,2,5,7,3,8,4,1,2,5,8,0.4247,MEDIUM
2,10,6,10,8,10,7,5,8,2,6,9,10,1,5,3,10,1,3,6,0.4995,MEDIUM
8,3,6,3,1,5,6,7,6,1,5,5,9,2,9,4,3,2,10,3,0.5028,MEDIUM
9,6,6,5,5,6,2,9,10,6,3,1,3,9,5,6,8,7,6,3,0.5804,MEDIUM
2,4,3,9,4,4,9,10,9,9,9,2,7,8,2,2,3,1,8,6,0.6238,HIGH
5,6,3,8,10,9,6,3,5,1,2,4,3,3,4,5,3,4,3,2,0.4407,MEDIUM
7,2,2,1,8,7,1,4,2,1,9,10,1,8,2,5,1,2,5,1,0.532,MEDIUM
2,2,10,4,10,4,3,6,1,2,3,5,10,6,6,3,9,10,4,9,0.4788,MEDIUM
10,2,2,10,1,9,4,4,5,3,9,1,2,4,9,8,6,10,3,8,0.572,MEDIUM
2,3,6,7,7,4,9,4,7,2,6,2,8,2,9,3,8,6,5,9,0.4538,MEDIUM
1,2,6,8,2,7,5,8,10,5,8,4,9,7,5,7,4,2,8,6,0.4984,MEDIUM
3,1,8,2,7,8,9,2,2,3,7,7,10,2,3,2,6,4,6,4,0.3956,MEDIUM
10,7,2,4,7,8,5,10,10,5,7,6,8,10,7,8,9,5,3,8,0.6363,HIGH
2,2,5,8,8,4,3,1,2,1,2,8,1,3,7,10,6,3,5,10,0.4282,MEDIUM
10,2,2,9,8,8,4,5,8,8,9,5,9,6,9,9,1,1,7,2,0.6414,HIGH
7,8,6,7,8,8,1,1,3,9,5,3,8,7,3,5,7,8,2,10,0.6806,HIGH
8,9,9,10,8,8,9,3,9,1,7,5,8,10,7,10,6,5,6,1,0.5714,MEDIUM
1,10,1,3,6,6,10,1,6,7,2,7,6,6,7,6,1,4,4,4,0.3269,LOW
5,10,2,2,5,2,6,3,1,9,6,1,8,7,10,9,7,5,1,8,0.4307,MEDIUM
10,1,6,7,10,7,6,10,2,8,2,4,6,8,9,6,3,10,5,6,0.6252,HIGH
7,4,8,2,9,4,5,5,1,5,10,7,4,10,2,10,2,10,6,5,0.4972,MEDIUM
2,10,9,8,7,4,6,2,5,9,5,7,9,6,4,7,7,5,10,9,0.5955,MEDIUM
8,9,3,1,9,3,10,8,4,8,5,9,10,7,10,1,9,4,6,8,0.5194,MEDIUM
3,4,3,5,7,7,6,2,4,7,5,5,3,5,10,4,7,4,2,3,0.3979,MEDIUM
4,1,4,5,8,8,9,7,7,1,4,3,5,3,1,5,5,9,3,1,0.4426,MEDIUM
8,1,1,2,6,10,5,2,7,6,2,7,3,4,2,10,9,2,9,10,0.6597,HIGH
9,5,8,2,4,10,2,6,6,10,7,4,7,4,3,2,3,4,5,8,0.551,MEDIUM
7,5,10,1,8,9,6,2,6,9,7,8,4,5,3,6,8,6,5,1,0.5328,MEDIUM
10,1,1,4,5,9,7,5,6,2,9,4,8,7,1,7,5,5,2,4,0.5418,MEDIUM
5,4,3,8,6,7,1,5,2,8,8,7,6,7,2,3,5,9,2,6,0.5594,MEDIUM
7,10,9,6,8,1,1,3,8,3,1,7,4,5,6,10,2,2,3,4,0.3835,MEDIUM
9,3,10,7,6,8,8,3,5,3,10,6,5,4,2,7,6,3,7,7,0.5352,MEDIUM
10,4,1,1,9,10,4,2,8,4,5,3,1,7,10,7,10,5,3,2,0.5209,MEDIUM
6,3,10,2,1,9,7,8,8,2,4,4,4,5,5,8,7,3,7,4,0.4916,MEDIUM
10,4,5,4,7,3,7,3,1,5,5,4,10,8,4,6,10,8,2,1,0.4795,MEDIUM
8,3,6,7,4,7,7,10,5,2,2,9,1,1,6,4,8,6,10,10,0.4887,MEDIUM
1,1,5,9,10,7,5,7,6,3,9,1,10,3,5,3,9,8,6,8,0.6548,HIGH
3,2,6,9,7,3,5,2,6,1,3,8,5,6,7,5,5,10,5,9,0.4984,MEDIUM
6,7,3,6,8,3,9,8,1,4,3,1,4,3,1,8,5,3,8,7,0.534,MEDIUM
2,8,1,8,6,9,8,8,8,2,3,2,6,2,4,5,3,3,9,5,0.4606,MEDIUM
10,10,4,10,1,9,10,3,7,2,4,8,2,6,1,5,2,7,6,10,0.4164,MEDIUM
2,6,3,1,2,8,8,8,5,10,1,6,1,10,8,6,10,3,4,1,0.4733,MEDIUM
5,6,1,2,9,10,7,2,7,5,3,4,7,2,1,4,3,7,7,5,0.5355,MEDIUM
3,2,5,8,7,5,10,3,6,2,6,9,4,8,8,7,8,5,10,10,0.4867,MEDIUM
7,2,7,6,10,3,7,7,2,1,9,6,8,4,3,8,9,9,2,5,0.6176,HIGH
8,7,2,8,5,3,3,5,4,9,7,5,10,1,9,2,1,9,2,9,0.5157,MEDIUM
7,7,2,8,10,5,6,5,10,2,9,1,2,8,3,3,7,1,2,7,0.6138,HIGH
5,6,10,8,8,10,5,6,3,4,3,2,10,5,2,7,9,1,1,7,0.5416,MEDIUM
2,1,3,8,8,7,10,8,5,10,10,6,7,5,2,3,3,1,4,2,0.6158,HIGH
1,4,1,4,8,3,4,7,9,4,2,5,8,3,8,7,1,2,3,3,0.5035,MEDIUM
8,8,8,1,8,10,4,4,5,10,7,1,6,1,2,7,7,8,10,10,0.6234,HIGH
9,5,1,8,7,8,9,10,10,8,4,1,9,1,7,10,6,9,2,5,0.6944,HIGH
7,8,2,8,10,6,8,7,1,3,5,4,8,6,8,4,9,4,10,6,0.5758,MEDIUM
10,8,3,5,7,7,6,8,3,10,4,5,2,8,3,3,4,3,10,8,0.6214,HIGH
2,7,8,5,4,4,9,1,1,6,5,6,3,3,9,1,2,6,7,2,0.2281,LOW
10,4,2,9,4,8,5,6,6,1,9,5,3,9,10,2,1,8,8,2,0.5552,MEDIUM
2,10,10,2,9,1,9,2,3,2,4,6,3,5,8,9,8,2,3,6,0.3368,LOW
6,3,2,4,8,7,1,4,8,6,5,9,3,2,5,6,7,6,4,3,0.4519,MEDIUM
9,7,4,3,7,7,7,8,9,6,1,8,3,1,9,2,2,6,6,7,0.3804,MEDIUM
3,7,1,7,1,3,10,1,9,5,7,7,9,5,6,6,1,5,9,10,0.3907,MEDIUM
3,7,8,4,9,10,10,8,6,7,4,5,2,1,9,6,7,3,9,9,0.4559,MEDIUM
5,4,2,9,9,5,9,6,3,1,1,9,10,5,4,5,7,9,2,1,0.5009,MEDIUM
6,5,9,6,2,1,2,8,5,10,1,8,6,4,10,10,9,10,4,6,0.5545,MEDIUM
5,5,10,3,7,9,4,2,6,9,10,4,6,8,2,3,7,7,2,2,0.5363,MEDIUM
1,7,3,8,4,8,2,6,9,7,10,9,9,7,5,10,8,7,8,8,0.7263,HIGH
7,3,3,9,3,8,8,3,9,9,2,4,8,8,1,3,9,6,2,10,0.567,MEDIUM
7,2,2,6,10,5,1,9,3,2,6,5,6,5,5,8,1,3,3,10,0.5096,MEDIUM
7,1,5,5,4,3,8,1,2,9,6,2,1,7,8,10,5,10,8,6,0.5256,MEDIUM
7,8,10,3,3,9,8,8,8,3,6,2,10,10,7,7,4,7,6,9,0.5709,MEDIUM
1,8,5,2,3,1,10,5,9,2,9,2,4,10,9,10,1,10,9,4,0.4487,MEDIUM
8,9,1,2,9,3,1,5,4,4,10,8,2,9,10,6,7,10,1,8,0.4395,MEDIUM
1,6,7,3,7,1,9,6,7,5,2,2,2,9,3,5,3,3,5,2,0.3798,MEDIUM
3,5,7,3,1,10,6,3,1,1,5,7,2,6,3,7,6,5,7,2,0.3312,LOW
1,4,4,10,10,4,8,9,9,7,2,5,1,6,8,9,7,2,8,1,0.5379,MEDIUM
7,4,1,5,9,10,2,4,9,3,5,10,7,8,2,9,4,3,6,9,0.648,HIGH
3,4,9,7,9,8,1,1,8,10,5,3,1,1,8,5,10,5,7,6,0.4957,MEDIUM
4,10,9,5,1,3,9,10,2,5,2,7,2,3,9,5,7,4,10,9,0.3294,LOW
6,6,5,8,5,4,6,6,4,8,10,6,1,3,1,10,8,1,1,3,0.4521,MEDIUM
7,9,8,7,9,2,2,9,1,8,2,6,7,10,6,7,3,1,2,8,0.4808,MEDIUM
6,4,8,1,4,1,5,6,4,2,10,5,4,4,8,6,1,5,8,10,0.466,MEDIUM
4,1,4,7,2,5,10,9,8,3,9,4,10,10,10,3,2,10,3,2,0.4772,MEDIUM
3,5,10,4,9,5,4,1,9,10,5,9,8,1,7,1,6,7,7,5,0.4702,MEDIUM
2,9,8,8,6,9,1,4,1,5,7,9,8,6,1,7,4,6,2,10,0.4899,MEDIUM
1,4,7,2,4,4,3,6,5,2,2,1,8,7,1,10,6,5,4,2,0.4516,MEDIUM
8,4,6,1,6,9,4,2,10,10,8,2,8,10,2,2,1,1,7,6,0.5846,MEDIUM
2,3,1,8,1,5,10,7,2,2,1,9,1,5,7,7,2,10,7,4,0.3419,LOW
10,10,1,8,7,8,7,10,10,2,6,1,8,9,6,10,4,2,2,1,0.5723,MEDIUM
10,2,10,4,10,3,9,5,6,7,8,10,8,3,4,3,1,1,3,5,0.3799,MEDIUM
10,7,9,6,5,10,9,3,3,8,5,10,6,5,6,1,9,10,3,1,0.5175,MEDIUM
4,9,9,1,7,6,4,4,4,2,6,4,8,8,10,6,10,10,6,10,0.507,MEDIUM
5,7,6,3,2,8,1,8,4,1,4,4,8,10,4,4,8,6,7,4,0.4998,MEDIUM
7,3,1,6,1,2,6,1,9,2,3,5,8,4,10,6,1,1,4,4,0.3919,MEDIUM
5,3,4,5,3,6,9,4,3,4,1,3,5,2,1,3,7,2,6,4,0.4122,MEDIUM
5,8,4,6,6,3,9,10,7,2,2,3,3,4,4,9,7,6,6,10,0.5078,MEDIUM
7,4,1,10,10,4,9,5,3,6,4,1,5,3,9,10,8,4,2,8,0.5801,MEDIUM
10,2,3,9,7,9,6,8,9,8,3,6,6,9,8,8,8,5,10,7,0.7303,HIGH
10,1,4,4,4,8,4,7,4,5,7,7,10,3,6,5,9,2,3,2,0.5121,MEDIUM
5,8,9,6,4,10,1,8,9,10,6,7,8,8,7,7,6,8,6,5,0.5825,MEDIUM
7,1,3,8,4,5,2,6,2,5,9,9,9,2,5,4,2,2,2,6,0.4779,MEDIUM
1,9,4,6,4,6,5,5,5,4,10,3,9,5,1,5,5,6,7,7,0.4524,MEDIUM
10,1,8,9,3,7,4,4,4,8,4,9,10,9,8,8,6,2,6,4,0.4894,MEDIUM
7,7,4,8,8,9,1,6,3,10,3,5,1,8,6,6,4,7,7,7,0.6436,HIGH
9,5,6,10,1,10,1,3,3,6,10,10,10,10,7,7,4,7,2,9,0.6602,HIGH
7,4,8,2,6,10,8,5,2,3,2,9,3,1,10,8,1,3,4,2,0.2956,LOW
7,5,4,4,5,9,2,8,1,6,9,1,3,6,7,7,3,2,3,9,0.5675,MEDIUM
7,8,2,7,4,3,4,5,7,8,3,10,10,5,10,4,9,8,5,4,0.5125,MEDIUM
1,3,8,2,7,10,4,9,6,10,8,8,8,10,1,2,5,8,6,5,0.7232,HIGH
7,10,3,7,4,3,10,7,8,7,3,10,2,7,1,4,3,5,9,5,0.5003,MEDIUM
2,4,8,7,9,2,6,2,2,9,6,7,8,3,5,4,9,1,8,1,0.4282,MEDIUM
2,8,7,6,7,4,7,1,1,5,2,3,6,8,8,8,2,2,9,4,0.3451,LOW
8,3,8,5,3,3,1,10,2,3,5,2,9,7,3,2,1,5,3,8,0.4469,MEDIUM
6,3,4,1,9,4,8,1,9,2,7,5,8,1,10,1,1,7,4,4,0.397,MEDIUM
6,4,4,2,1,7,1,1,6,4,2,4,2,3,3,1,7,9,2,6,0.4031,MEDIUM
6,9,4,10,4,9,7,7,2,4,4,2,6,6,3,1,7,6,1,7,0.4431,MEDIUM
4,8,4,2,5,10,6,1,2,4,7,5,10,8,2,9,10,3,5,2,0.4852,MEDIUM
10,6,7,3,6,3,6,8,2,6,1,10,10,8,7,9,4,9,10,1,0.4512,MEDIUM
4,1,10,2,5,4,7,4,10,2,1,3,6,8,5,4,3,7,4,1,0.4786,MEDIUM
4,10,8,6,3,5,6,1,9,7,5,1,4,6,6,4,4,9,1,4,0.4575,MEDIUM
4,10,7,9,6,3,8,1,2,8,2,4,1,3,4,3,2,3,10,9,0.3775,MEDIUM
4,4,9,2,7,8,5,3,4,4,7,3,10,4,5,5,10,8,4,5,0.5814,MEDIUM
8,2,6,7,7,3,8,8,7,9,10,7,3,8,1,7,7,2,5,10,0.6253,HIGH
9,3,9,3,5,7,8,5,8,5,7,9,10,8,2,6,3,8,4,3,0.4933,MEDIUM
4,1,1,9,6,8,7,7,7,6,7,8,5,10,2,7,1,2,7,10,0.6831,HIGH
3,4,7,5,6,9,8,6,1,7,7,4,4,8,1,6,1,3,5,10,0.5327,MEDIUM
8,3,5,4,10,10,3,1,2,2,7,7,10,2,9,4,7,3,7,5,0.4585,MEDIUM
5,9,9,7,10,5,7,2,2,10,6,3,5,4,7,5,1,3,8,1,0.4035,MEDIUM
2,2,7,9,7,5,7,3,3,6,3,3,4,8,3,9,2,8,10,4,0.4983,MEDIUM
3,4,1,3,4,5,7,8,10,2,3,2,5,2,7,2,5,2,6,1,0.3614,MEDIUM
10,4,8,8,2,1,1,5,1,10,1,2,4,9,1,7,10,9,5,8,0.6426,HIGH
8,6,10,7,6,6,6,6,4,6,7,7,10,1,6,6,2,1,8,7,0.5486,MEDIUM
3,1,10,2,9,5,4,6,8,10,8,9,7,4,1,6,1,6,1,6,0.4552,MEDIUM
8,4,10,8,7,10,2,6,7,8,2,7,5,10,4,3,9,10,9,1,0.6392,HIGH
3,8,2,5,9,8,3,8,2,8,9,4,4,4,3,2,2,7,1,3,0.474,MEDIUM
6,7,5,4,5,8,2,3,9,8,2,6,4,10,10,2,6,7,7,9,0.5083,MEDIUM
7,4,4,5,2,5,2,2,2,6,10,4,2,10,6,3,6,7,10,1,0.493,MEDIUM
5,1,10,9,4,7,7,6,6,3,9,10,10,4,2,7,1,9,8,6,0.5154,MEDIUM
3,5,4,8,8,3,10,5,3,1,10,6,5,9,2,5,10,8,4,8,0.5464,MEDIUM
5,7,1,6,3,4,4,1,3,8,7,5,3,1,9,7,6,7,8,6,0.4334,MEDIUM
7,7,2,9,5,5,4,9,7,2,3,6,10,1,5,8,3,10,3,8,0.5719,MEDIUM
8,5,3,4,4,4,1,6,10,2,3,7,7,3,1,2,6,8,3,1,0.4924,MEDIUM
2,9,6,10,7,3,7,4,1,2,4,7,8,5,10,3,7,2,8,7,0.3738,MEDIUM
5,8,6,1,2,2,2,2,8,9,4,1,10,10,10,8,5,2,10,3,0.4581,MEDIUM
7,8,7,5,10,3,2,6,2,9,3,7,1,7,9,9,9,8,2,9,0.488,MEDIUM
10,9,2,4,2,3,10,3,1,9,8,6,2,1,3,10,4,3,2,9,0.4524,MEDIUM
5,1,2,2,9,5,6,9,3,7,1,4,5,1,9,5,9,8,3,10,0.5478,MEDIUM
8,6,9,6,10,9,9,4,2,1,4,1,4,3,5,4,3,10,9,4,0.4387,MEDIUM
10,6,5,3,10,7,2,9,5,5,7,3,7,8,2,5,7,3,9,4,0.6484,HIGH
2,5,4,6,10,9,10,3,7,3,6,7,7,1,10,4,2,5,2,9,0.4467,MEDIUM
2,9,7,2,6,2,6,6,5,3,4,5,1,2,7,4,7,2,2,3,0.2221,LOW
9,5,10,8,2,9,6,10,5,9,5,10,2,1,3,6,7,3,6,9,0.5328,MEDIUM
9,10,7,8,10,3,5,1,9,3,3,3,7,10,5,1,6,4,10,7,0.5068,MEDIUM
8,3,8,6,8,9,5,5,7,9,4,5,2,5,7,6,2,2,2,4,0.5006,MEDIUM
2,3,10,1,2,5,9,8,1,7,9,3,8,8,9,9,2,7,1,10,0.4195,MEDIUM
4,1,7,9,6,4,9,10,1,10,8,3,9,4,3,2,6,3,9,6,0.5,MEDIUM
1,7,8,7,3,6,2,6,4,9,2,5,5,8,5,5,4,1,10,7,0.4127,MEDIUM
4,5,9,1,8,10,8,1,6,1,10,8,6,5,6,2,1,6,3,7,0.3908,MEDIUM
6,1,2,7,8,4,2,9,9,3,7,2,8,1,3,5,4,8,7,6,0.6604,HIGH
5,6,7,3,9,5,2,8,8,3,3,6,7,1,6,4,2,4,5,1,0.386,MEDIUM
3,7,7,6,1,3,4,8,5,2,7,8,9,8,3,6,7,9,7,3,0.5255,MEDIUM
2,2,1,3,3,6,9,1,4,1,6,7,10,1,7,8,5,5,8,2,0.3447,LOW
